Order_ID,Order_Date,Product_ID,Product_Name,Category,Sub_Category,Brand,Customer_ID,Customer_City,Customer_State,Payment_Method,Order_Status,Quantity,Unit_Price,Discount_Percentage,Final_Price,Revenue,Profit,Shipping_Cost,Delivery_Time_Days,Return_Status,Customer_Rating,Seller_Name,Festival_Season,Platform_Device
OD7015093933,11-10-2024,P951877,HarperCollins Academic ID28,Books,Academic,HarperCollins,C9681116,Aligarh,Uttar Pradesh,Cash on Delivery,Delivered,1,1062.97,17.1,881.2,881.2,174.26,14.76,5,No,3,Shopify Traders,Regular,App
OD3946935032,25-10-2024,P100797,ITC Snacks JW58,Grocery,Snacks,ITC,C0842046,Pune,Maharashtra,UPI,Delivered,1,220,46.8,117.04,117.04,14.98,39.85,3,No,3,EcomGuru Sellers,Diwali Sale,Desktop
OD8585426306,14-01-2025,P289501,Li-Ning Swimming GJ10,Sports,Swimming,Li-Ning,C7219653,Guwahati,Assam,UPI,Delivered,1,11940.82,2.1,11690.06,11690.06,3257.97,74.51,7,No,4,QuickMart Pvt Ltd,Regular,App
OD8209283743,26-05-2025,P448788,Mamaearth Skincare SN55,Beauty,Skincare,Mamaearth,C4343643,Ahmedabad,Gujarat,UPI,Returned,4,4243.85,4.8,4040.15,16160.6,9388.76,32.05,2,Yes,3,DigitalBazaar,Regular,App
OD1059276685,03-11-2025,P922617,Nike Innerwear NZ87,Fashion,Innerwear,Nike,C5140461,Jaipur,Rajasthan,UPI,Processing,2,7950,58.7,3283.35,6566.7,1909.18,27.8,5,No,,FashionHub Pro,Diwali Sale,App
OD2349628466,19-07-2025,P660283,OnePlus Cameras QL58,Electronics,Cameras,OnePlus,C9024774,Amritsar,Punjab,UPI,Delivered,1,116110,15.1,98577.39,98577.39,11697.25,62.6,8,No,3,TechZone Sellers,Weekend Sale,App
OD0924532980,01-11-2025,P951226,LG Headphones WC34,Electronics,Headphones,LG,C1978915,Thane,Maharashtra,Credit Card,Delivered,1,92955.84,29.8,65255,65255,4772.57,54.38,6,No,4,PrimeDeals India,Diwali Sale,App
OD4377526002,10-08-2025,P255716,ITC Personal BI92,Grocery,Personal Care,ITC,C1177419,Solapur,Maharashtra,UPI,Delivered,1,860,16.9,714.66,714.66,63.64,19.47,2,No,4,DigitalBazaar,Weekend Sale,Desktop
OD8356767936,08-03-2023,P294641,Stanley Chairs QR48,Furniture,Chairs,Stanley,C6420786,Howrah,West Bengal,Credit Card,Delivered,1,77430,4.8,73713.36,73713.36,24516.34,202.42,3,No,3,TechZone Sellers,Regular,App
OD7120052079,17-06-2023,P610979,Plum Haircare ZU88,Beauty,Haircare,Plum,C4328186,Surat,Gujarat,Flipkart Pay Later,Delivered,1,4948.05,24.8,3720.93,3720.93,1376.42,27.71,4,No,5,TrendSetters Online,Weekend Sale,Mobile Web
OD9428550065,05-10-2025,P830193,Arihant Academic MB80,Books,Academic,Arihant,C0056767,Visakhapatnam,Andhra Pradesh,UPI,Processing,1,1626.05,56.1,713.84,713.84,205.21,15.74,3,No,,TechZone Sellers,Big Billion Days,App
OD7265818023,06-02-2023,P890254,OnePlus Laptops QU58,Electronics,Laptops,OnePlus,C4403557,Allahabad,Uttar Pradesh,EMI,Returned,5,73634.82,9.8,66418.61,332093.05,43207.91,164.13,6,Yes,3,QuickMart Pvt Ltd,Regular,Mobile Web
OD7033401743,09-07-2025,P642152,Disha Comics WD69,Books,Comics,Disha,C5675219,Delhi,Delhi,Cash on Delivery,Returned,1,495.86,18.1,406.11,406.11,132.99,50.15,6,Yes,3,PrimeDeals India,Regular,Desktop
OD4161064348,09-09-2025,P942359,Vector X Swimming UD42,Sports,Swimming,Vector X,C0015821,Ranchi,Jharkhand,Cash on Delivery,Processing,1,24560,18.6,19991.84,19991.84,4805.61,39.82,4,No,,BharatSellers,Regular,App
OD6847633942,22-05-2024,P338487,Cosco Cycling FP19,Sports,Cycling,Cosco,C1869841,Amritsar,Punjab,Cash on Delivery,Delivered,1,11810,7.5,10924.25,10924.25,2482.79,30.67,2,No,5,MegaStore Online,Regular,App
OD6975654060,11-03-2024,P593510,VLCC Fragrances JP69,Beauty,Fragrances,VLCC,C4333317,Meerut,Uttar Pradesh,Cash on Delivery,Delivered,1,3141.01,6.5,2936.84,2936.84,1085.05,26.05,1,No,4,DigitalBazaar,Regular,App
OD3823954857,02-10-2023,P984637,Boat Laptops VU17,Electronics,Laptops,Boat,C3380179,Kanpur,Uttar Pradesh,UPI,Delivered,1,119262.98,32.4,80621.77,80621.77,11141.84,65.56,5,No,5,BestBuy India,Big Billion Days,App
OD3320373911,11-03-2023,P292054,Marico Baby CN34,Grocery,Baby Care,Marico,C8396983,Mumbai,Maharashtra,Cash on Delivery,Delivered,1,1010.61,24.1,767.05,767.05,143.53,18.35,2,No,3,QuickMart Pvt Ltd,Weekend Sale,App
OD6651252645,06-05-2025,P990229,JBL Cameras WJ30,Electronics,Cameras,JBL,C4082062,Surat,Gujarat,UPI,Delivered,1,148655.96,19.9,119073.42,119073.42,10624.47,30.94,9,No,4,Shopify Traders,Regular,App
OD1078840156,12-04-2023,P616363,Nilkamal Study UP19,Furniture,Study Tables,Nilkamal,C6642666,Amritsar,Punjab,UPI,Delivered,1,3760,14.8,3203.52,3203.52,781.71,324.23,5,No,5,TechZone Sellers,Regular,App
OD9116370884,06-11-2025,P608563,Dabur Baby UK68,Grocery,Baby Care,Dabur,C1480011,Bhopal,Madhya Pradesh,Credit Card,Processing,1,293.56,10,264.2,264.2,34.15,74.95,3,No,,Shopify Traders,Regular,App
OD1791402176,30-12-2023,P652307,HarperCollins Fiction PR11,Books,Fiction,HarperCollins,C1643816,Kolkata,West Bengal,Credit Card,Processing,1,430,44.6,238.22,238.22,71.29,34.72,6,No,,TrendSetters Online,Christmas & New Year,App
OD6940385012,09-07-2025,P766377,Vector X Cricket QO65,Sports,Cricket,Vector X,C7132308,Ranchi,Jharkhand,Cash on Delivery,Delivered,1,9980.84,18.1,8174.31,8174.31,2960.04,28.69,7,No,5,Shopify Traders,Regular,App
OD7475678733,24-03-2023,P432466,Nirlep Kitchen NQ50,Home & Kitchen,Kitchen Appliances,Nirlep,C2104061,Indore,Madhya Pradesh,Flipkart Pay Later,Cancelled,2,10818.09,32.9,7258.94,14517.88,3736.45,51.56,5,No,,Shopify Traders,Holi Sale,App
OD4505376777,10-10-2024,P989967,HomeBox Décor HH30,Home & Kitchen,Décor,HomeBox,C2795934,Visakhapatnam,Andhra Pradesh,Debit Card,Returned,2,16735.21,16.1,14040.84,28081.68,6661.38,39.15,7,Yes,1,HomeEssentials India,Regular,Mobile Web
OD6206054956,03-03-2024,P852964,VLCC Makeup TA35,Beauty,Makeup,VLCC,C4990887,Amritsar,Punjab,Debit Card,Processing,1,1041.01,23.7,794.29,794.29,363.18,17.74,5,No,,PrimeDeals India,Weekend Sale,App
OD7335746988,11-02-2023,P133517,Penguin Non-Fiction ZR21,Books,Non-Fiction,Penguin,C3046652,Bareilly,Uttar Pradesh,Flipkart Pay Later,Processing,1,1190,5.6,1123.36,1123.36,420.88,10.66,5,No,,FashionHub Pro,Weekend Sale,App
OD5980219622,23-01-2025,P094575,Stanley Sofas AA25,Furniture,Sofas,Stanley,C9115088,Jaipur,Rajasthan,Credit Card,Processing,3,43564.25,13.8,37552.38,112657.14,40565.76,461.85,6,No,,BharatSellers,Regular,App
OD8496371463,05-11-2025,P654578,Nike Innerwear VQ51,Fashion,Innerwear,Nike,C5325461,Visakhapatnam,Andhra Pradesh,UPI,Delivered,1,3760,41.8,2188.32,2188.32,694.29,35.82,6,No,4,TrendSetters Online,Diwali Sale,Mobile Web
OD7512661835,12-01-2023,P664746,DSC Yoga DV88,Sports,Yoga,DSC,C6749181,Guwahati,Assam,Cash on Delivery,Delivered,3,19402.29,8.4,17772.5,53317.5,14165.72,142.46,4,No,5,BestBuy India,Regular,Desktop
OD2634688030,28-11-2023,P318447,Cello Décor VI74,Home & Kitchen,Décor,Cello,C7701213,Chennai,Tamil Nadu,Debit Card,Delivered,3,5890.18,16.6,4912.41,14737.23,5391.52,82.79,3,No,5,DigitalBazaar,Regular,App
OD9247416589,21-03-2025,P951226,LG Headphones WC34,Electronics,Headphones,LG,C4274561,Howrah,West Bengal,UPI,Delivered,4,96839.35,32.4,65463.4,261853.6,28931.03,52.16,5,No,4,RetailNet India,Holi Sale,Desktop
OD7465363610,02-10-2025,P243423,WOW Men's RX13,Beauty,Men's Grooming,WOW,C4713507,Madurai,Tamil Nadu,UPI,Delivered,1,3624.25,38.2,2239.79,2239.79,644.19,29.6,5,No,4,RetailNet India,Big Billion Days,App
OD6778734716,28-09-2023,P393719,Spalding Fitness HU74,Sports,Fitness Equipment,Spalding,C0829612,Meerut,Uttar Pradesh,Cash on Delivery,Delivered,3,4446.05,7.4,4117.04,12351.12,4005.53,52.02,4,No,2,HomeEssentials India,Regular,App
OD5762617086,07-04-2023,P423598,Libas Ethnic QW13,Fashion,Ethnic Wear,Libas,C6815103,Solapur,Maharashtra,Net Banking,Delivered,1,5970,1.8,5862.54,5862.54,2550.66,21.35,5,No,3,PrimeDeals India,Regular,App
OD9930561375,09-01-2023,P208132,Philips Furniture VW92,Home & Kitchen,Furniture Accessories,Philips,C7304186,Ranchi,Jharkhand,Cash on Delivery,Delivered,4,9727.24,3.1,9425.7,37702.8,8048.89,117.31,4,No,5,QuickMart Pvt Ltd,Regular,App
OD6294943008,15-10-2023,P650716,HomeBox Décor PF36,Home & Kitchen,Décor,HomeBox,C4515674,Faridabad,Haryana,UPI,Delivered,1,19400,6.5,18139,18139,5640.73,42.09,1,No,4,RetailNet India,Weekend Sale,Mobile Web
OD8401536862,08-04-2023,P803191,Biba Innerwear SO24,Fashion,Innerwear,Biba,C8787300,Patna,Bihar,Cash on Delivery,Returned,2,3700,23.3,2837.9,5675.8,2515.48,29.62,5,Yes,2,Shopify Traders,Weekend Sale,App
OD2866459252,17-03-2024,P896610,Pepperfry Sofas HG97,Furniture,Sofas,Pepperfry,C7799560,Faridabad,Haryana,Debit Card,Delivered,1,73980,13.6,63918.72,63918.72,14199.8,261.7,5,No,4,FashionHub Pro,Weekend Sale,Desktop
OD0852267650,27-06-2024,P973273,Mamaearth Nail FZ33,Beauty,Nail Care,Mamaearth,C6989545,Mysuru,Karnataka,Debit Card,Cancelled,1,5159.41,19.9,4132.69,4132.69,1306.09,20.18,3,No,,MegaStore Online,Regular,Desktop
OD5206877663,15-08-2024,P163715,Maybelline Men's VH36,Beauty,Men's Grooming,Maybelline,C9712155,Ahmedabad,Gujarat,Debit Card,Processing,1,2500,38.4,1540,1540,593.14,29.47,8,No,,QuickMart Pvt Ltd,Independence Day Sale,App
OD0493063409,26-07-2023,P176941,Tata Beverages BQ46,Grocery,Beverages,Tata,C9214111,Ludhiana,Punjab,UPI,Returned,2,1131.45,4.4,1081.67,2163.34,343.23,17.97,5,Yes,5,BharatSellers,Regular,App
OD0724352909,28-07-2024,P938491,Penguin Fiction TW11,Books,Fiction,Penguin,C4119490,Meerut,Uttar Pradesh,UPI,Delivered,1,1346.22,21.8,1052.74,1052.74,256.65,17.99,8,No,5,PrimeDeals India,Weekend Sale,App
OD6404047967,10-01-2023,P919366,Samsung Headphones WZ36,Electronics,Headphones,Samsung,C6505516,Vadodara,Gujarat,UPI,Delivered,1,73923.96,19.6,59434.86,59434.86,7984.4,75.83,5,No,2,MegaStore Online,Regular,App
OD0332493036,29-10-2023,P593510,VLCC Fragrances JP69,Beauty,Fragrances,VLCC,C2738852,Meerut,Uttar Pradesh,Cash on Delivery,Delivered,3,3011.32,58.3,1255.72,3767.16,932.4,36.37,1,No,4,TechZone Sellers,Diwali Sale,App
OD8534835337,24-03-2024,P850939,Zara Innerwear TS60,Fashion,Innerwear,Zara,C5406662,Aligarh,Uttar Pradesh,Cash on Delivery,Processing,4,4820,17.8,3962.04,15848.16,4488.34,45.1,5,No,,EcomGuru Sellers,Holi Sale,App
OD3016687517,19-06-2023,P940213,Xiaomi Smart CM13,Electronics,Smart Watches,Xiaomi,C7390890,Jalandhar,Punjab,Debit Card,Delivered,2,78217.61,13,68049.32,136098.64,16344.22,90.63,5,No,2,Shopify Traders,Regular,App
OD6467117381,02-08-2025,P719698,Oxford Academic XL77,Books,Academic,Oxford,C8657887,Vadodara,Gujarat,UPI,Delivered,1,1050,21.2,827.4,827.4,268.01,9.86,3,No,5,Shopify Traders,Weekend Sale,App
OD9571139022,04-10-2023,P312549,Apple TV UU81,Electronics,TV & Monitors,Apple,C9922251,Surat,Gujarat,Debit Card,Delivered,1,90845.35,34.1,59867.09,59867.09,4703.83,60.97,5,No,4,QuickMart Pvt Ltd,Big Billion Days,App
OD7413322879,17-05-2025,P750464,Pepperfry Chairs XW72,Furniture,Chairs,Pepperfry,C2493986,Lucknow,Uttar Pradesh,Cash on Delivery,Delivered,1,107406.29,15.2,91080.53,91080.53,20426.81,223.67,2,No,2,ValueMart Sellers,Weekend Sale,App
OD3347394764,10-08-2024,P310530,Samsung Cameras OH33,Electronics,Cameras,Samsung,C6038375,Dhanbad,Jharkhand,UPI,Delivered,5,117610,15.7,99145.23,495726.15,51376.25,134.04,5,No,3,QuickMart Pvt Ltd,Weekend Sale,App
OD7069517415,15-08-2024,P022735,Nivia Yoga AR53,Sports,Yoga,Nivia,C7062247,Aligarh,Uttar Pradesh,Cash on Delivery,Delivered,1,9920,18,8134.4,8134.4,2137.99,19.5,5,No,5,TechZone Sellers,Independence Day Sale,Mobile Web
OD4076829487,11-01-2025,P720922,Nirlep Kitchen IM97,Home & Kitchen,Kitchen Appliances,Nirlep,C0706799,Rajkot,Gujarat,UPI,Delivered,1,2391.7,10.6,2138.18,2138.18,353.54,41.04,5,No,4,Shopify Traders,Weekend Sale,Desktop
OD7803383281,05-03-2023,P304888,Solimo Furniture IQ30,Home & Kitchen,Furniture Accessories,Solimo,C3405716,Mumbai,Maharashtra,UPI,Cancelled,2,2468.61,5.3,2337.77,4675.54,1814.96,85.25,4,No,,QuickMart Pvt Ltd,Weekend Sale,App
OD4576148515,19-04-2023,P618940,Realme Tablets CP18,Electronics,Tablets,Realme,C5425098,Nagpur,Maharashtra,Cash on Delivery,Delivered,1,101289.71,8.4,92781.37,92781.37,10663.94,69.84,5,No,3,Shopify Traders,Regular,App
OD1489759353,31-01-2024,P983702,Mamaearth Nail DL98,Beauty,Nail Care,Mamaearth,C1968597,Chennai,Tamil Nadu,Net Banking,Delivered,1,3530,1.2,3487.64,3487.64,1299.65,13.96,5,No,2,BestBuy India,Regular,App
OD8353137224,23-05-2024,P500167,Cosco Cricket BJ69,Sports,Cricket,Cosco,C3899958,Varanasi,Uttar Pradesh,Credit Card,Processing,2,14406.62,3.2,13945.61,27891.22,7285.23,79.63,5,No,,BharatSellers,Regular,App
OD9648029664,11-06-2024,P584323,Mamaearth Makeup VW54,Beauty,Makeup,Mamaearth,C0058115,Rajkot,Gujarat,Flipkart Pay Later,Delivered,2,100,14.3,85.7,171.4,81.4,65.15,4,No,4,BharatSellers,Regular,App
OD1587848925,16-02-2025,P307774,Li-Ning Cycling JB78,Sports,Cycling,Li-Ning,C1847493,Meerut,Uttar Pradesh,Cash on Delivery,Delivered,3,17908.87,16.8,14900.18,44700.54,9895.68,60.66,8,No,3,IndiaShop Direct,Valentine's Week,App
OD0165127733,01-01-2023,P275276,Fingerprint Self-Help MP61,Books,Self-Help,Fingerprint,C1486750,Ludhiana,Punjab,Cash on Delivery,Delivered,2,660,24.9,495.66,991.32,196.22,19.54,3,No,3,TechZone Sellers,New Year Sale,App
OD0845820399,22-11-2025,P275276,Fingerprint Self-Help MP61,Books,Self-Help,Fingerprint,C0872392,Kanpur,Uttar Pradesh,Cash on Delivery,Delivered,2,954.65,18.9,774.22,1548.44,519.43,17.44,2,No,5,RetailNet India,Weekend Sale,App
OD9468594693,05-09-2023,P816858,Li-Ning Badminton IT80,Sports,Badminton,Li-Ning,C8599690,Delhi,Delhi,UPI,Delivered,1,16570,18.6,13487.98,13487.98,2696.98,72.12,5,No,5,PrimeDeals India,Regular,App
OD3190080162,03-11-2023,P786397,Sleepwell Study IF23,Furniture,Study Tables,Sleepwell,C6938137,Howrah,West Bengal,Cash on Delivery,Processing,2,37960,54.5,17271.8,34543.6,6581.95,314.51,10,No,,BestBuy India,Diwali Sale,App
OD9975034890,21-10-2025,P633676,LG Laptops MM47,Electronics,Laptops,LG,C1250359,Guwahati,Assam,Cash on Delivery,Delivered,1,63350,39.9,38073.35,38073.35,4442.49,76.17,3,No,5,IndiaShop Direct,Diwali Sale,App
OD1867795474,04-01-2023,P751361,Durian Shelves RV11,Furniture,Shelves,Durian,C5447672,Hyderabad,Telangana,UPI,Delivered,2,45170,16.4,37762.12,75524.24,15368.09,405.5,5,No,3,EcomGuru Sellers,New Year Sale,Mobile Web
OD0861464182,27-12-2025,P032317,Decathlon Fitness ZS22,Sports,Fitness Equipment,Decathlon,C9260796,Patna,Bihar,UPI,Returned,2,21850,29.4,15426.1,30852.2,5044.44,103.06,4,Yes,4,IndiaShop Direct,Christmas & New Year,App
OD1785770110,18-02-2023,P900194,LG Laptops FC14,Electronics,Laptops,LG,C0279498,Meerut,Uttar Pradesh,UPI,Delivered,2,9560,6.5,8938.6,17877.2,1871.39,77.04,3,No,4,QuickMart Pvt Ltd,Weekend Sale,Mobile Web
OD3696921370,23-06-2023,P737604,HomeBox Bedding KM76,Home & Kitchen,Bedding,HomeBox,C0312589,Varanasi,Uttar Pradesh,Cash on Delivery,Delivered,1,22404.01,16.9,18617.73,18617.73,3854.62,71.98,1,No,5,MegaStore Online,Regular,App
OD6968233051,30-10-2023,P551245,Biotique Men's MS67,Beauty,Men's Grooming,Biotique,C9233140,Faridabad,Haryana,UPI,Delivered,1,1405.17,44.9,774.25,774.25,257.14,27.09,5,No,5,DigitalBazaar,Diwali Sale,App
OD8071480628,24-06-2024,P746160,Cosco Swimming TE30,Sports,Swimming,Cosco,C4040592,Lucknow,Uttar Pradesh,Cash on Delivery,Delivered,1,10321.05,9.7,9319.91,9319.91,3217.91,20.26,4,No,4,MegaStore Online,Regular,App
OD0391020286,02-10-2024,P892384,Disha Children's MX58,Books,Children's,Disha,C7388094,Raipur,Chhattisgarh,UPI,Delivered,2,470.55,35.2,304.92,609.84,162.55,16.49,1,No,3,IndiaShop Direct,Big Billion Days,Mobile Web
OD8326141696,27-05-2023,P651057,Bajaj Furniture VD13,Home & Kitchen,Furniture Accessories,Bajaj,C9427242,Kanpur,Uttar Pradesh,EMI,Delivered,1,4770,12.1,4192.83,4192.83,1025.07,21.61,9,No,3,PrimeDeals India,Weekend Sale,App
OD0897943409,12-04-2023,P647107,S.Chand Children's OF69,Books,Children's,S.Chand,C4530999,Patna,Bihar,Cash on Delivery,Delivered,2,1279.18,9.1,1162.77,2325.54,476.9,16.16,8,No,4,FashionHub Pro,Regular,App
OD1874153498,13-02-2023,P900618,ITC Health ZK52,Grocery,Health Foods,ITC,C3493841,Nashik,Maharashtra,Cash on Delivery,Delivered,1,1210,11.1,1075.69,1075.69,175.99,17.26,4,No,4,IndiaShop Direct,Valentine's Week,App
OD3494169146,09-11-2023,P984572,HUL Baby LS48,Grocery,Baby Care,HUL,C1721578,Varanasi,Uttar Pradesh,Credit Card,Delivered,1,1419.92,11.9,1250.95,1250.95,134.06,10.02,3,No,5,TechZone Sellers,Regular,App
OD0011933947,27-10-2025,P281084,Nilkamal Study HF63,Furniture,Study Tables,Nilkamal,C2517757,Patna,Bihar,Flipkart Pay Later,Delivered,1,61852.78,44.7,34204.59,34204.59,10783.56,166.91,4,No,5,TechZone Sellers,Diwali Sale,App
OD8201568059,20-04-2024,P082812,Decathlon Cricket DC98,Sports,Cricket,Decathlon,C8018378,Jaipur,Rajasthan,UPI,Delivered,1,4725.8,18.7,3842.08,3842.08,1064.64,39.11,4,No,3,BharatSellers,Weekend Sale,App
OD7554691073,28-05-2025,P047729,Nirlep Furniture AA71,Home & Kitchen,Furniture Accessories,Nirlep,C8986619,Gwalior,Madhya Pradesh,EMI,Returned,2,14490,4.7,13808.97,27617.94,5044.04,31.72,2,Yes,2,RetailNet India,Regular,App
OD0053235777,27-09-2023,P041260,Nike Innerwear VZ64,Fashion,Innerwear,Nike,C9618819,Amritsar,Punjab,Cash on Delivery,Delivered,1,5981.89,14.4,5120.5,5120.5,2027.62,34.42,7,No,4,FashionHub Pro,Regular,App
OD8529242828,30-03-2023,P624861,Nike Accessories ZF91,Fashion,Accessories,Nike,C7700182,Kanpur,Uttar Pradesh,Cash on Delivery,Delivered,3,2610,2.7,2539.53,7618.59,3020.88,54.88,3,No,3,RetailNet India,Regular,App
OD6827542085,24-10-2024,P783019,Nestle Personal MZ59,Grocery,Personal Care,Nestle,C5749554,Gwalior,Madhya Pradesh,Credit Card,Delivered,3,270,54.8,122.04,366.12,51.99,100.53,4,No,3,QuickMart Pvt Ltd,Diwali Sale,App
OD7715729876,11-08-2025,P255716,ITC Personal BI92,Grocery,Personal Care,ITC,C1662401,Ludhiana,Punjab,EMI,Returned,3,860,6.1,807.54,2422.62,458.89,15.82,8,Yes,1,MegaStore Online,Regular,Desktop
OD4508492050,18-10-2025,P118735,Xiaomi Smartphones AV22,Electronics,Smartphones,Xiaomi,C2996117,Solapur,Maharashtra,Flipkart Pay Later,Delivered,1,31373.17,15.4,26541.7,26541.7,1595.81,30.45,5,No,3,TechZone Sellers,Weekend Sale,App
OD5023973744,20-10-2024,P741444,Pigeon Furniture EO33,Home & Kitchen,Furniture Accessories,Pigeon,C0602790,Jalandhar,Punjab,Cash on Delivery,Delivered,1,23640.83,41.3,13877.17,13877.17,2580.26,29.46,3,No,4,PrimeDeals India,Diwali Sale,App
OD9343842042,29-12-2023,P303911,Realme Cameras HP76,Electronics,Cameras,Realme,C6180010,Hyderabad,Telangana,Net Banking,Delivered,1,24911.15,15.4,21074.83,21074.83,1823.54,29.39,4,No,4,HomeEssentials India,Christmas & New Year,App
OD0370879739,03-06-2023,P972163,Nilkamal Wardrobes VY28,Furniture,Wardrobes,Nilkamal,C0803797,Kota,Rajasthan,Cash on Delivery,Delivered,1,78470,16.9,65208.57,65208.57,14047.25,346.16,3,No,1,FashionHub Pro,Weekend Sale,App
OD1721028557,06-02-2025,P473532,Sony Cameras PA45,Electronics,Cameras,Sony,C9031658,Jalandhar,Punjab,Debit Card,Delivered,4,4203.44,6.4,3934.42,15737.68,2088.2,46.02,7,No,5,BestBuy India,Regular,App
OD9498871131,13-12-2023,P693632,Nykaa Fragrances LG51,Beauty,Fragrances,Nykaa,C4366306,Jaipur,Rajasthan,Credit Card,Delivered,2,4540,14.3,3890.78,7781.56,3914.54,37.75,4,No,5,BharatSellers,Regular,App
OD0296698464,02-09-2025,P579916,Boat TV VX17,Electronics,TV & Monitors,Boat,C1867346,Nagpur,Maharashtra,Credit Card,Delivered,2,42729.81,1.3,42174.32,84348.64,13058.91,53.72,6,No,4,Shopify Traders,Regular,App
OD7821264446,04-12-2024,P489490,SG Swimming IC74,Sports,Swimming,SG,C9335832,Lucknow,Uttar Pradesh,UPI,Delivered,1,7810.53,10.5,6990.42,6990.42,1399.38,31.63,2,No,5,TechZone Sellers,Regular,App
OD0138353794,20-09-2025,P050219,FabIndia Décor OA94,Home & Kitchen,Décor,FabIndia,C2509334,Patna,Bihar,Cash on Delivery,Delivered,2,19674.04,18.1,16113.04,32226.08,11286.97,63.88,4,No,4,IndiaShop Direct,Weekend Sale,App
OD2527785364,29-10-2024,P489490,SG Swimming IC74,Sports,Swimming,SG,C9422151,Aurangabad,Maharashtra,Cash on Delivery,Delivered,1,7863.25,39.4,4765.13,4765.13,721.89,86.92,5,No,4,BharatSellers,Diwali Sale,App
OD5391366401,08-06-2025,P596696,Philips Bedding QW50,Home & Kitchen,Bedding,Philips,C5999188,Howrah,West Bengal,Debit Card,Delivered,1,8430,19.3,6803.01,6803.01,2166.21,71.98,5,No,5,HomeEssentials India,Weekend Sale,App
OD9845246530,29-12-2023,P574120,SG Fitness QR69,Sports,Fitness Equipment,SG,C4295174,Chennai,Tamil Nadu,Net Banking,Delivered,3,1282.3,25.4,956.6,2869.8,589.22,33.4,3,No,4,ValueMart Sellers,Christmas & New Year,App
OD5645013056,13-09-2024,P142210,Westland Fiction YR37,Books,Fiction,Westland,C4738222,Chandigarh,Punjab,Cash on Delivery,Delivered,1,262.92,0.3,262.13,262.13,86.48,41.69,5,No,4,HomeEssentials India,Regular,App
OD4990965938,25-01-2023,P432466,Nirlep Kitchen NQ50,Home & Kitchen,Kitchen Appliances,Nirlep,C4675802,Surat,Gujarat,Cash on Delivery,Delivered,2,11038.71,16.7,9195.25,18390.5,5681.7,79.85,4,No,4,MegaStore Online,Republic Day Sale,App
OD7344583989,08-12-2024,P772798,LG Smart NP87,Electronics,Smart Watches,LG,C3837524,Bhopal,Madhya Pradesh,Flipkart Pay Later,Returned,5,105880,17.2,87668.64,438343.2,59650.58,143.9,8,Yes,1,TechZone Sellers,Weekend Sale,App
OD8840116888,07-10-2024,P452129,HUL Beverages KD52,Grocery,Beverages,HUL,C9028899,Thane,Maharashtra,Credit Card,Processing,1,890,15.8,749.38,749.38,146.81,19.13,7,No,,BestBuy India,Regular,App
OD0409272730,18-05-2025,P685306,Arihant Fiction PL98,Books,Fiction,Arihant,C8118038,Kota,Rajasthan,UPI,Processing,1,530,11,471.7,471.7,158.77,46.44,5,No,,FashionHub Pro,Weekend Sale,App
OD5992194495,16-04-2025,P906871,Yonex Swimming GM17,Sports,Swimming,Yonex,C5293219,Nagpur,Maharashtra,UPI,Delivered,1,16040,1.3,15831.48,15831.48,6059.33,71.97,4,No,5,FashionHub Pro,Regular,App
OD4828405509,28-12-2024,P731033,Bajaj Furniture DE67,Home & Kitchen,Furniture Accessories,Bajaj,C8121551,Allahabad,Uttar Pradesh,Credit Card,Returned,1,6890,26.4,5071.04,5071.04,844.72,36.85,3,Yes,2,DigitalBazaar,Christmas & New Year,App
OD0325526401,21-03-2023,P886964,Biba Women's VK38,Fashion,Women's Clothing,Biba,C4602332,Vijayawada,Andhra Pradesh,Credit Card,Delivered,4,3570,32,2427.6,9710.4,2075.2,45.53,4,No,5,BestBuy India,Holi Sale,App
OD4827469501,20-10-2025,P483793,SG Fitness AH67,Sports,Fitness Equipment,SG,C3490169,Howrah,West Bengal,UPI,Delivered,1,23270,20.4,18522.92,18522.92,4744.47,45,3,No,3,DigitalBazaar,Diwali Sale,App
OD5134968471,23-01-2023,P647107,S.Chand Children's OF69,Books,Children's,S.Chand,C3899958,Varanasi,Uttar Pradesh,Credit Card,Delivered,1,1303.29,17.9,1070,1070,272.43,15.82,5,No,5,QuickMart Pvt Ltd,Regular,App
OD0840826365,20-07-2025,P557756,Nestle Baby LC33,Grocery,Baby Care,Nestle,C2330265,Solapur,Maharashtra,Cash on Delivery,Delivered,1,1070,5.4,1012.22,1012.22,92.38,19.54,5,No,4,EcomGuru Sellers,Weekend Sale,App
OD4657097904,14-08-2024,P221911,Reebok Cycling TS81,Sports,Cycling,Reebok,C5684408,Amritsar,Punjab,Cash on Delivery,Returned,1,3567.43,27.8,2575.68,2575.68,630.89,37.78,4,Yes,3,BharatSellers,Independence Day Sale,App
OD1241183240,07-08-2025,P304888,Solimo Furniture IQ30,Home & Kitchen,Furniture Accessories,Solimo,C8483601,Indore,Madhya Pradesh,Debit Card,Delivered,1,2871.01,4.3,2747.56,2747.56,843.98,62.95,7,No,5,EcomGuru Sellers,Regular,Desktop
OD6556719540,29-07-2024,P420055,DSC Cycling SB18,Sports,Cycling,DSC,C2394355,Faridabad,Haryana,Debit Card,Delivered,1,510,10.6,455.94,455.94,159.47,104.96,5,No,4,TrendSetters Online,Regular,App
